State,County,MedianAQI
Florida,Miami-Dade,43
Florida,Nassau,32
Florida,Okaloosa,35
Florida,Orange,39
Florida,Osceola,33
Florida,Palm Beach,38
Florida,Pasco,35
Florida,Pinellas,40
Florida,Polk,41
Florida,Putnam,13
Florida,Santa Rosa,40
Florida,Sarasota,40
Florida,Seminole,35
Florida,St. Lucie,34
Florida,Volusia,39
Florida,Wakulla,35
Georgia,Bibb,47
Georgia,Charlton,25
Georgia,Chatham,43
Georgia,Chattooga,36
Georgia,Clarke,42
Georgia,Clayton,43
Georgia,Cobb,41
Georgia,Coffee,35
Georgia,Columbia,40
Georgia,Coweta,38
Georgia,Dawson,37
Georgia,DeKalb,51
Georgia,Dougherty,45
Georgia,Douglas,41
Georgia,Floyd,54
Georgia,Fulton,44
Georgia,Glynn,37
Georgia,Gwinnett,41
Georgia,Hall,47
Georgia,Henry,40
Georgia,Houston,46
Georgia,Lowndes,38
Georgia,Murray,38
Georgia,Muscogee,41
Georgia,Paulding,45
Georgia,Pike,37
Georgia,Richmond,45
Georgia,Rockdale,34
Georgia,Sumter,38
Georgia,Walker,41
Georgia,Washington,40
Georgia,Wilkinson,43
Hawaii,Hawaii,126
Hawaii,Honolulu,29
Hawaii,Kauai,18
Hawaii,Maui,22
Idaho,Ada,40
Idaho,Bannock,31
Idaho,Benewah,35
Idaho,Bonner,10
Idaho,Butte,39
Idaho,Canyon,15
Idaho,Caribou,3
Idaho,Custer,7
Idaho,Franklin,19
Idaho,Lemhi,40
Idaho,Shoshone,37
Illinois,Adams,37
Illinois,Champaign,38
Illinois,Clark,39
Illinois,Cook,55
Illinois,DuPage,38
Illinois,Effingham,38
Illinois,Hamilton,41
Illinois,Jersey,39
Illinois,Jo Daviess,35
Illinois,Kane,33
Illinois,La Salle,3
Illinois,Lake,35
Illinois,Macon,42
Illinois,Macoupin,29
Illinois,Madison,47
Illinois,McHenry,37
Illinois,McLean,36
Illinois,Peoria,41
Illinois,Randolph,37
Illinois,Rock Island,34
Illinois,Saint Clair,41
Illinois,Sangamon,33
Illinois,Tazewell,4
Illinois,Wabash,6
Illinois,Will,42
Illinois,Winnebago,34
Indiana,Allen,49
Indiana,Bartholomew,40
Indiana,Boone,42
Indiana,Brown,39
Indiana,Carroll,41
Indiana,Clark,48
Indiana,Daviess,7
Indiana,Delaware,38
Indiana,Dubois,43
Indiana,Elkhart,53
Indiana,Floyd,51
Indiana,Fountain,4
Indiana,Gibson,7
Indiana,Greene,43
Indiana,Hamilton,40
Indiana,Hancock,34
Indiana,Hendricks,36
Indiana,Henry,36
Indiana,Howard,43
Indiana,Huntington,35
Indiana,Jackson,42
Indiana,Jasper,3
Indiana,Johnson,37
Indiana,Knox,34
Indiana,LaPorte,35
Indiana,Lake,57
Indiana,Madison,43
Indiana,Marion,56
Indiana,Monroe,33
Indiana,Montgomery,44
Indiana,Morgan,38
Indiana,Perry,45
Indiana,Pike,6
Indiana,Porter,48
Indiana,Posey,43
Indiana,Shelby,42
Indiana,Spencer,40
Indiana,St. Joseph,45
Indiana,Tippecanoe,34
Indiana,Vanderburgh,51
Indiana,Vigo,52
Indiana,Wabash,36
Indiana,Warrick,44
Indiana,Wayne,3
Indiana,Whitley,38
Iowa,Black Hawk,50
Iowa,Bremer,37
Iowa,Cerro Gordo,16
Iowa,Clinton,50
Iowa,Delaware,32
Iowa,Harrison,38
Iowa,Johnson,35
Iowa,Lee,36
Iowa,Linn,45
Iowa,Montgomery,41
Iowa,Muscatine,53
Iowa,Palo Alto,40
Iowa,Polk,38
Iowa,Pottawattamie,35
Iowa,Scott,56
Iowa,Story,37
Iowa,Van Buren,41
Iowa,Warren,35
Iowa,Woodbury,1
Kansas,Chase,25
Kansas,Ford,7
Kansas,Johnson,35
Kansas,Leavenworth,35
Kansas,Linn,25
Kansas,Neosho,40
Kansas,Sedgwick,42
Kansas,Shawnee,38
Kansas,Sherman,15
Kansas,Sumner,40
Kansas,Trego,40
Kansas,Wyandotte,47
Kentucky,Bell,41
Kentucky,Boone,37
Kentucky,Boyd,39
Kentucky,Bullitt,38
Kentucky,Campbell,44
Kentucky,Carter,37
Kentucky,Christian,40
Kentucky,Daviess,40
Kentucky,Edmonson,38
Kentucky,Fayette,41
Kentucky,Greenup,33
Kentucky,Hancock,41
Kentucky,Hardin,42
Kentucky,Henderson,40
Kentucky,Jefferson,54
Kentucky,Jessamine,35
Kentucky,Livingston,41
Kentucky,Madison,33
Kentucky,Marshall,15
Kentucky,McCracken,40
Kentucky,Morgan,35
Kentucky,Oldham,42
Kentucky,Perry,39
Kentucky,Pike,42
Kentucky,Pulaski,41
Kentucky,Simpson,39
Kentucky,Trigg,36
Kentucky,Warren,39
Kentucky,Washington,37
Louisiana,Ascension,34
Louisiana,Bossier,42
Louisiana,Caddo,37
Louisiana,Calcasieu,41
Louisiana,East Baton Rouge,46
Louisiana,Iberville,37
Louisiana,Jefferson,41
Louisiana,Lafayette,46
Louisiana,Lafourche,37
Louisiana,Livingston,45
Louisiana,Orleans,38
Louisiana,Ouachita,40
Louisiana,Pointe Coupee,34
Louisiana,Rapides,41
Louisiana,St. Bernard,47
Louisiana,St. Charles,31
Louisiana,St. James,33
Louisiana,St. John the Baptist,35
Louisiana,St. Tammany,39
Louisiana,Tangipahoa,30
Louisiana,Terrebonne,29
Louisiana,West Baton Rouge,40
Maine,Androscoggin,38
Maine,Aroostook,38
Maine,Cumberland,37
Maine,Hancock,35
Maine,Kennebec,29
Maine,Knox,34
Maine,Oxford,31
Maine,Penobscot,33
Maine,Sagadahoc,31
Maine,Washington,33
Maine,York,34
Maryland,Anne Arundel,43
Maryland,Baltimore,40
Maryland,Baltimore (City),44
Maryland,Calvert,44
Maryland,Carroll,43
Maryland,Cecil,43
Maryland,Charles,44
Maryland,Dorchester,43
Maryland,Frederick,42
Maryland,Garrett,41
Maryland,Harford,44
Maryland,Howard,48
Maryland,Kent,41
Maryland,Montgomery,42
Maryland,Prince George's,44
Maryland,Washington,43
Massachusetts,Barnstable,35
Massachusetts,Berkshire,44
Massachusetts,Bristol,37
Massachusetts,Dukes,35
Massachusetts,Essex,39
Massachusetts,Franklin,40
Massachusetts,Hampden,40
Massachusetts,Hampshire,40
Massachusetts,Middlesex,32
Massachusetts,Norfolk,38
Massachusetts,Plymouth,37
Massachusetts,Suffolk,44
Massachusetts,Worcester,39
Michigan,Allegan,42
Michigan,Bay,34
Michigan,Benzie,39
Michigan,Berrien,43
Michigan,Cass,44
Michigan,Chippewa,31
Michigan,Clinton,41
Michigan,Genesee,40
Michigan,Huron,38
Michigan,Ingham,39
Michigan,Kalamazoo,42
Michigan,Kent,42
Michigan,Keweenaw,11
Michigan,Lenawee,42
Michigan,Macomb,41
Michigan,Manistee,35
Michigan,Mason,39
Michigan,Missaukee,37
Michigan,Monroe,6
Michigan,Muskegon,41
Michigan,Oakland,40
Michigan,Ottawa,43
Michigan,Schoolcraft,30
Michigan,St. Clair,41
Michigan,Tuscola,34
Michigan,Washtenaw,43
Michigan,Wayne,56
Michigan,Wexford,35
Minnesota,Anoka,38
Minnesota,Becker,34
Minnesota,Beltrami,17
Minnesota,Carlton,31
Minnesota,Cook,18
Minnesota,Crow Wing,31
Minnesota,Dakota,25
Minnesota,Goodhue,38
Minnesota,Hennepin,41
Minnesota,Lake,28
Minnesota,Lyon,34
Minnesota,Mille Lacs,31
Minnesota,Olmsted,37
Minnesota,Ramsey,37
Minnesota,Rock,22
Minnesota,Saint Louis,38
Minnesota,Scott,34
Minnesota,Stearns,33
Minnesota,Washington,38
Minnesota,Winona,30
Minnesota,Wright,35
Mississippi,Bolivar,37
Mississippi,DeSoto,40
Mississippi,Forrest,39
Mississippi,Hancock,37
Mississippi,Harrison,42
Mississippi,Hinds,51
Mississippi,Jackson,33
Mississippi,Lauderdale,36
Mississippi,Lee,37
Mississippi,Yalobusha,31
Missouri,Andrew,39
Missouri,Boone,38
Missouri,Buchanan,41
Missouri,Callaway,39
Missouri,Cass,46
Missouri,Cedar,40
Missouri,Clay,40
Missouri,Clinton,40
Missouri,Greene,40
Missouri,Iron,6
Missouri,Jackson,49
Missouri,Jasper,38
Missouri,Jefferson,44
Missouri,Lincoln,39
Missouri,Monroe,34
Missouri,Perry,40
Missouri,Saint Charles,43
Missouri,Saint Louis,44
Missouri,Sainte Genevieve,43
Missouri,St. Louis City,51
Missouri,Stoddard,31
Missouri,Taney,35
Montana,Cascade,29
Montana,Fergus,36
Montana,Flathead,38
Montana,Gallatin,25
Montana,Lake,8
Montana,Lewis and Clark,41
Montana,Lincoln,31
Montana,Missoula,43
Montana,Phillips,33
Montana,Powder River,37
Montana,Powell,8
Montana,Ravalli,23
Montana,Richland,34
Montana,Roosevelt,11
Montana,Rosebud,38
Montana,Sanders,12
Montana,Sheridan,13
Montana,Silver Bow,30
Montana,Yellowstone,28
Nebraska,Cass,22
Nebraska,Dawson,19
Nebraska,Douglas,42
Nebraska,Garden,13
Nebraska,Hall,24
Nebraska,Knox,35
Nebraska,Lancaster,36
Nebraska,Sarpy,32
Nebraska,Scotts Bluff,18
Nebraska,Thomas,14
Nebraska,Washington,26
Nevada,Carson City,44
Nevada,Churchill,46
Nevada,Clark,58
Nevada,Douglas,28
Nevada,Elko,32
Nevada,Lyon,47
Nevada,Nye,20
Nevada,Washoe,51
Nevada,White Pine,43
New Hampshire,Belknap,32
New Hampshire,Cheshire,39
New Hampshire,Coos,43
New Hampshire,Grafton,36
New Hampshire,Hillsborough,38
New Hampshire,Merrimack,30
New Hampshire,Rockingham,44
New Jersey,Atlantic,37
New Jersey,Bergen,38
New Jersey,Camden,44
New Jersey,Cumberland,35
New Jersey,Essex,42
New Jersey,Gloucester,41
New Jersey,Hudson,43
New Jersey,Hunterdon,38
New Jersey,Mercer,43
New Jersey,Middlesex,39
New Jersey,Monmouth,39
New Jersey,Morris,38
New Jersey,Ocean,39
New Jersey,Passaic,38
New Jersey,Union,45
New Jersey,Warren,35
New Mexico,Bernalillo,49
New Mexico,Catron,10
New Mexico,Chaves,22
New Mexico,Dona Ana,50
New Mexico,Eddy,40
New Mexico,Grant,41
New Mexico,Lea,41
New Mexico,Lincoln,13
New Mexico,Los Alamos,10
New Mexico,Luna,44
New Mexico,Rio Arriba,44
New Mexico,San Juan,44
New Mexico,Sandoval,41
New Mexico,Santa Fe,43
New Mexico,Socorro,14
New Mexico,Taos,14
New Mexico,Valencia,42
New York,Albany,37
New York,Bronx,44
New York,Chautauqua,37
New York,Dutchess,34
New York,Erie,43
New York,Essex,38
New York,Franklin,24
New York,Hamilton,33
New York,Herkimer,33
New York,Jefferson,32
New York,Kings,30
New York,Monroe,35
New York,Nassau,27
New York,New York,43
New York,Niagara,35
New York,Oneida,24
New York,Onondaga,34
New York,Orange,37
New York,Oswego,31
New York,Putnam,32
New York,Queens,41
New York,Richmond,41
New York,Rockland,37
New York,Saratoga,32
New York,Steuben,33
New York,Suffolk,41
New York,Tompkins,35
New York,Wayne,35
New York,Westchester,40
North Carolina,Alamance,35
North Carolina,Alexander,40
North Carolina,Avery,40
North Carolina,Beaufort,1
North Carolina,Buncombe,37
North Carolina,Caldwell,38
North Carolina,Carteret,37
North Carolina,Caswell,44
North Carolina,Catawba,35
North Carolina,Chatham,31
North Carolina,Cumberland,43
North Carolina,Davidson,43
North Carolina,Davie,44
North Carolina,Duplin,41
North Carolina,Durham,40
North Carolina,Edgecombe,36
North Carolina,Forsyth,47
North Carolina,Franklin,40
North Carolina,Gaston,33
North Carolina,Graham,41
North Carolina,Granville,43
North Carolina,Guilford,44
North Carolina,Haywood,44
North Carolina,Hyde,23
North Carolina,Jackson,44
North Carolina,Johnston,40
North Carolina,Lee,44
North Carolina,Lenoir,40
North Carolina,Lincoln,42
North Carolina,Macon,32
North Carolina,Martin,43
North Carolina,McDowell,33
North Carolina,Mecklenburg,45
North Carolina,Mitchell,31
North Carolina,Montgomery,43
North Carolina,New Hanover,38
North Carolina,Person,36
North Carolina,Pitt,39
North Carolina,Robeson,35
North Carolina,Rockingham,36
North Carolina,Rowan,44
North Carolina,Swain,38
North Carolina,Union,44
North Carolina,Wake,47
North Carolina,Watauga,28
North Carolina,Wayne,48
North Carolina,Yancey,44
North Dakota,Billings,36
North Dakota,Burke,34
North Dakota,Burleigh,34
North Dakota,Cass,34
North Dakota,Dunn,35
North Dakota,McKenzie,36
North Dakota,Mercer,35
North Dakota,Oliver,35
North Dakota,Williams,36
Ohio,Adams,27
Ohio,Allen,36
Ohio,Ashtabula,32
Ohio,Athens,29
Ohio,Belmont,6
Ohio,Butler,42
Ohio,Clark,44
Ohio,Clermont,49
Ohio,Clinton,44
Ohio,Columbiana,6
Ohio,Cuyahoga,50
Ohio,Delaware,41
Ohio,Fayette,37
Ohio,Franklin,47
Ohio,Geauga,41
Ohio,Greene,45
Ohio,Hamilton,57
Ohio,Jefferson,51
Ohio,Knox,41
Ohio,Lake,43
Ohio,Lawrence,42
Ohio,Licking,41
Ohio,Lorain,35
Ohio,Lucas,44
Ohio,Madison,43
Ohio,Mahoning,43
Ohio,Medina,40
Ohio,Meigs,6
Ohio,Miami,41
Ohio,Montgomery,45
Ohio,Morgan,7
Ohio,Noble,38
Ohio,Portage,36
Ohio,Preble,43
Ohio,Scioto,19
Ohio,Stark,41
Ohio,Summit,33
Ohio,Trumbull,45
Ohio,Warren,52
Ohio,Washington,42
Ohio,Wood,39
Oklahoma,Adair,42
Oklahoma,Bryan,39
Oklahoma,Caddo,24
Oklahoma,Canadian,37
Oklahoma,Cherokee,38
Oklahoma,Cleveland,44
Oklahoma,Comanche,44
Oklahoma,Creek,37
Oklahoma,Dewey,43
Oklahoma,Ellis,24
Oklahoma,Jefferson,41
Oklahoma,Kay,50
Oklahoma,Lincoln,40
Oklahoma,Love,44
Oklahoma,Mayes,37
Oklahoma,McClain,39
Oklahoma,Muskogee,23
Oklahoma,Oklahoma,45
Oklahoma,Ottawa,42
Oklahoma,Pittsburg,42
Oklahoma,Sequoyah,36
Oklahoma,Tulsa,45
Oregon,Baker,23
Oregon,Benton,16
Oregon,Clackamas,32
Oregon,Columbia,25
Oregon,Crook,23
Oregon,Deschutes,32
Oregon,Douglas,20
Oregon,Grant,32
Oregon,Harney,28
Oregon,Jackson,41
Oregon,Jefferson,33
Oregon,Josephine,23
Oregon,Klamath,32
Oregon,Lake,22
Oregon,Lane,40
Oregon,Linn,25
Oregon,Marion,31
Oregon,Multnomah,33
Oregon,Umatilla,33
Oregon,Union,26
Oregon,Wallowa,17
Oregon,Wasco,18
Oregon,Washington,32
Pennsylvania,Adams,42
Pennsylvania,Allegheny,53
Pennsylvania,Armstrong,46
Pennsylvania,Beaver,46
Pennsylvania,Berks,46
Pennsylvania,Blair,45
Pennsylvania,Bradford,30
Pennsylvania,Bucks,48
Pennsylvania,Cambria,45
Pennsylvania,Centre,43
Pennsylvania,Chester,45
Pennsylvania,Clearfield,32
Pennsylvania,Cumberland,44
Pennsylvania,Dauphin,47
Pennsylvania,Delaware,50
Pennsylvania,Elk,36
Pennsylvania,Erie,45
Pennsylvania,Franklin,38
Pennsylvania,Greene,39
Pennsylvania,Indiana,41
Pennsylvania,Lackawanna,43
Pennsylvania,Lancaster,56
Pennsylvania,Lawrence,35
Pennsylvania,Lebanon,48
Pennsylvania,Lehigh,35
Pennsylvania,Luzerne,34
Pennsylvania,Lycoming,35
Pennsylvania,Mercer,48
Pennsylvania,Monroe,40
Pennsylvania,Montgomery,42
Pennsylvania,Northampton,46
Pennsylvania,Perry,38
Pennsylvania,Philadelphia,54
Pennsylvania,Somerset,36
Pennsylvania,Tioga,36
Pennsylvania,Warren,16
Pennsylvania,Washington,54
Pennsylvania,Westmoreland,44
Pennsylvania,York,46
Puerto Rico,Adjuntas,18
Puerto Rico,Bayamon,11
Puerto Rico,Catano,17
Puerto Rico,Fajardo,19
Puerto Rico,Guayama,18
Puerto Rico,Guayanilla,15
Puerto Rico,Guaynabo,25
Puerto Rico,Humacao,16
Puerto Rico,Juncos,20
Puerto Rico,Mayagnez,18
Puerto Rico,Ponce,20
Puerto Rico,Salinas,4
Puerto Rico,San Juan,18
Rhode Island,Kent,34
Rhode Island,Providence,42
Rhode Island,Washington,35
South Carolina,Abbeville,35
South Carolina,Aiken,40
South Carolina,Anderson,38
South Carolina,Berkeley,34
South Carolina,Charleston,39
South Carolina,Cherokee,42
South Carolina,Chesterfield,43
South Carolina,Colleton,35
South Carolina,Darlington,41
South Carolina,Edgefield,36
South Carolina,Florence,45
South Carolina,Georgetown,17
South Carolina,Greenville,42
South Carolina,Lexington,38
South Carolina,Oconee,34
South Carolina,Pickens,40
South Carolina,Richland,45
South Carolina,Spartanburg,42
South Carolina,York,31
South Dakota,Brookings,35
South Dakota,Brown,23
South Dakota,Codington,20
South Dakota,Custer,39
South Dakota,Jackson,39
South Dakota,Meade,36
South Dakota,Minnehaha,39
South Dakota,Pennington,32
South Dakota,Union,36
Tennessee,Anderson,31
Tennessee,Blount,41
Tennessee,Claiborne,35
Tennessee,Davidson,47
Tennessee,DeKalb,35
Tennessee,Dyer,34
Tennessee,Hamilton,43
Tennessee,Jefferson,44
Tennessee,Knox,45
Tennessee,Lawrence,32
Tennessee,Loudon,40
Tennessee,Madison,34
Tennessee,Maury,33
Tennessee,McMinn,39
Tennessee,Montgomery,35
Tennessee,Putnam,34
Tennessee,Roane,43
Tennessee,Sevier,44
Tennessee,Shelby,44
Tennessee,Sullivan,47
Tennessee,Sumner,42
Tennessee,Union,19
Tennessee,Williamson,38
Tennessee,Wilson,39
Texas,Bell,39
Texas,Bexar,48
Texas,Bowie,39
Texas,Brazoria,32
Texas,Brewster,40
Texas,Cameron,43
Texas,Collin,37
Texas,Culberson,20
Texas,Dallas,47
Texas,Denton,42
Texas,Ector,33
Texas,El Paso,50
Texas,Ellis,43
Texas,Fayette,30
Texas,Galveston,39
Texas,Gregg,34
Texas,Harris,53
Texas,Harrison,38
Texas,Hidalgo,39
Texas,Hood,36
Texas,Hunt,35
Texas,Jefferson,45
Texas,Johnson,36
Texas,Kaufman,40
Texas,Kleberg,32
Texas,Lubbock,28
Texas,Maverick,36
Texas,McLennan,41
Texas,Montgomery,43
Texas,Navarro,41
Texas,Nueces,42
Texas,Orange,38
Texas,Parker,37
Texas,Polk,32
Texas,Potter,24
Texas,Randall,41
Texas,Rockwall,36
Texas,Smith,34
Texas,Tarrant,44
Texas,Travis,44
Texas,Victoria,30
Texas,Webb,43
Texas,Wichita,20
Utah,Box Elder,44
Utah,Cache,41
Utah,Carbon,44
Utah,Daggett,44
Utah,Davis,44
Utah,Duchesne,45
Utah,Garfield,42
Utah,Salt Lake,48
Utah,San Juan,44
Utah,Tooele,33
Utah,Uintah,48
Utah,Utah,45
Utah,Washington,44
Utah,Wayne,8
Utah,Weber,46
Vermont,Bennington,36
Vermont,Chittenden,37
Vermont,Rutland,30
Vermont,Windham,13
Virginia,Albemarle,35
Virginia,Alexandria City,19
Virginia,Arlington,38
Virginia,Bristol City,35
Virginia,Caroline,42
Virginia,Carroll,9
Virginia,Charles,35
Virginia,Chesterfield,39
Virginia,Fairfax,41
Virginia,Fauquier,36
Virginia,Frederick,39
Virginia,Fredericksburg City,11
Virginia,Giles,39
Virginia,Hampton City,38
Virginia,Hanover,42
Virginia,Henrico,40
Virginia,Hopewell City,10
Virginia,King William,10
Virginia,Loudoun,38
Virginia,Lynchburg City,30
Virginia,Madison,42
Virginia,Norfolk City,22
Virginia,Page,40
Virginia,Prince Edward,35
Virginia,Prince William,30
Virginia,Richmond City,20
Virginia,Roanoke,39
Virginia,Rockbridge,35
Virginia,Rockingham,36
Virginia,Salem City,33
Virginia,Stafford,41
Virginia,Suffolk City,40
Virginia,Virginia Beach City,29
Virginia,Winchester City,8
Virginia,Wythe,40
Washington,Adams,15
Washington,Asotin,25
Washington,Benton,20
Washington,Chelan,25
Washington,Clallam,38
Washington,Clark,32
Washington,Columbia,16
Washington,Cowlitz,21
Washington,Franklin,19
Washington,Grant,20
Washington,Grays Harbor,20
Washington,Jefferson,20
Washington,King,41
Washington,Kitsap,17
Washington,Kittitas,15
Washington,Klickitat,16
Washington,Lewis,23
Washington,Mason,20
Washington,Okanogan,33
Washington,Pierce,40
Washington,Skagit,32
Washington,Snohomish,29
Washington,Spokane,37
Washington,Stevens,30
Washington,Thurston,29
Washington,Walla Walla,17
Washington,Whatcom,31
Washington,Whitman,19
Washington,Yakima,30
West Virginia,Berkeley,42
West Virginia,Brooke,22
West Virginia,Cabell,34
West Virginia,Gilmer,31
West Virginia,Greenbrier,41
West Virginia,Hancock,36
West Virginia,Harrison,33
West Virginia,Kanawha,37
West Virginia,Marion,38
West Virginia,Marshall,45
West Virginia,Monongalia,33
West Virginia,Ohio,42
West Virginia,Raleigh,18
West Virginia,Tucker,36
West Virginia,Wood,36
Wisconsin,Ashland,32
Wisconsin,Brown,41
Wisconsin,Columbia,40
Wisconsin,Dane,41
Wisconsin,Dodge,40
Wisconsin,Door,37
Wisconsin,Eau Claire,35
Wisconsin,Fond du Lac,40
Wisconsin,Forest,35
Wisconsin,Grant,30
Wisconsin,Jefferson,42
Wisconsin,Kenosha,44
Wisconsin,Kewaunee,39
Wisconsin,La Crosse,37
Wisconsin,Manitowoc,38
Wisconsin,Marathon,38
Wisconsin,Milwaukee,44
Wisconsin,Oneida,4
Wisconsin,Outagamie,41
Wisconsin,Ozaukee,37
Wisconsin,Rock,40
Wisconsin,Sauk,36
Wisconsin,Sheboygan,41
Wisconsin,Taylor,36
Wisconsin,Vilas,35
Wisconsin,Walworth,40
Wisconsin,Waukesha,41
Wyoming,Albany,46
Wyoming,Big Horn,40
Wyoming,Campbell,44
Wyoming,Carbon,43
Wyoming,Converse,42
Wyoming,Fremont,44
Wyoming,Goshen,20
Wyoming,Johnson,6
Wyoming,Laramie,44
Wyoming,Lincoln,14
Wyoming,Natrona,41
Wyoming,Park,12
Wyoming,Platte,17
Wyoming,Sheridan,38
Wyoming,Sublette,45
Wyoming,Sweetwater,46
Wyoming,Teton,42
Wyoming,Uinta,42
Wyoming,Weston,41
